"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Central Europe and the Baltics","CEB","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","4135000000","4562000000","4920000000","4866000000","5253000000","5670000000","6153000000","6482000000","7033000000","7669000000","8267000000","8992000000","9670000000","10774000000","11780000000","12486000000","12890000000","13746000000","17274733500","17593686260","17472343570","18364434000","18511100660","21360199610","21249500510","22307740270","24483422040","26467503400","29160547320","29032553300","27971252370","28452490250","29587471420","30218227020","31563287140","32626169060","33810606950","32974306570","34653085470","35309566160","35225227180","35627227990","35762368070","35941967920","35693288490","36927188160","36633988240","36549016370","36201035680","38118067760","38968176700","38707139820","","",
"Channel Islands","CHI","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","101000000","815000000","3835000000","14591000000","33041000000","55839000000","84600000000","124160000000","160460000000","157410000000","168810000000","219190000000","298100000000","398890000000","497370000000","557270000000","642370000000","827570000000","1173120000000","1560700000000","1901100000000","2224680000000","2604820000000","3066430000000","3395780000000","3585480000000","3629350000000","4133360000000","4438730000000","4803990000000","5191940000000","5807570000000","6499000000000","6894000000000","8081956000000","8987497000000","8424530000000","10759883000000","12109275510000","12436769000000","14089800000000","15048086070000","16281146770000","17498066660000","19047205000000","19705850890000","18888751430000","19740091750000","26985427590000","28174478870000","29461561840000","","",
"China","CHN","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1455981640000","1306490000000","1738222520000","2105028000000","2443670000000","2933319163000","3407197000000","3679180000000","3766687010000","3911535720000","3902294220000","4053539913000","4750865512000","4961410558000","5071370380000","4910425350000","5361119640000","5295634960000","6087592310000","","",
"Cote d'Ivoire","CIV","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186034000000","","","","","163700000000","","","","","","295500000000","296400000000","254100000000","255900000000","282400000000","275000000000","270800000000","348460000000","494228000000","444782000000","329545000000","549899000000","556858000000","605494246400","1206345981000","1333894503000","1426227275000","1537998179000","1681454658000","1878997823000","2155542437000","2098369492000","2442463692000","","",
"Cameroon","CMR","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106370000000","96660000000","86920000000","92660000000","92250000000","138320000000","","","187640000000","230990000000","","","","","","","","","","","","","747453200000","873151000000","998600000000","1023100000000","1144800000000","1292000000000","1472441312000","1498911619000","1320841802000","1532897137000","","","","",
"Congo, Dem. Rep.","COD","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.413803","3.57","188.26","2648.76333","474020","3960000","25200000","74060000","104220000","379000000","2477370000","16935585000","37174841000","55904254000","72099522000","107325387000","146429830000","192832090000","313036937000","407218567000","559266000000","","1232838916000","1342444765000","1209896442000","1340917035000","1523774228000","1647372603000","2165271634000","2078829620000","2786448172000","4039963853000","4538007062000","","","",
"Congo, Rep.","COG","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142500000000","135300000000","102400000000","87100098180","92148533160","94900000000","111798000000","124221000000","175417000000","197860000000","280306065800","293264902500","309941523400","356374746700","345302700000","357480300000","255779723700","212512828100","228304084100","220251385000","232659605200","","","","",
"Colombia","COL","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7048245000000","","","","","15126816110000","","","","","30832966000000","29454028000000","33010918000000","38826137000000","41420911000000","46076455000000","52146200440000","55441002170000","56456011090000","58722469090000","64140593280000","78141065390000","67921580660000","86415786960000","113253740700000","119164323700000","122843420300000","",
"Comoros","COM","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6688919284","10610187790","12608527480","14400328060","11900628100","12474668880","14280767220","12505077490","13277051690","12846075490","14236916230","14380605430","16592330070","19417079180","19644853550","15867409760","","","","","",
"Costa Rica","CRI","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","470000000","650000000","790000000","940000000","1130000000","1440000000","1720000000","1800000000","2290000000","2670000000","4380000000","8800000000","11400000000","12420000000","15460000000","18600000000","15970000000","18040000000","33260000000","45280000000","79290000000","92580000000","105280000000","138690000000","200250000000","241690000000","296580000000","348800000000","408100000000","479700000000","","","692346000000","827846000000","1021844450000","1287498353000","1485412702000","1361562568000","1498329104000","1695100370000","1828096139000","1962940000000","2078647908000","2246269654000","2378366343000","2433875652000","2479912892000","2603524224000","2407190194000","3025052172000","3208455676000","3419062849000","","",
"Caribbean small states","CSS","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","21357518.02","28567816.1","25236043.29","22673141.13","24603860.76","30361847.61","45004561.97","64140898.11","67660617.08","69010412.22","84900405.62","99423517.87","118611112.1","136021760.7","138840953.1","150049378.6","173354702.2","205373893.3","221588520.9","225108239.9","328239422.9","436598926.3","563377153.3","627600000","647600000","652500000","771100000","807400000","1023200000","1150500000","1216700000","1536700000","1797800000","1980100000","2153100000","2454700000","2658900000","2319600000","2401300000","2362100000","2415900000","2210500000","2364800000","2366700000","2515500000","2653600000","2895149000","2976800000","2589000000","3043700000","3566463000","3927792000","","",
"Czechia","CZE","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122059000000","136387000000","161054000000","182868000000","193252000000","204846000000","229057000000","234141000000","218103000000","221493000000","235090000000","277981000000","284990000000","296428000000","334931000000","337210000000","345044000000","358195000000","393960000000","412824000000","425882000000","413466000000","457326000000","470801000000","498064000000","506248000000","536677000000","505581000000","528342000000","560578000000","","","",
"Germany","DEU","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","30161108070","32937422990","32753357910","34251443120","36940838420","38771263350","42616178300","46634932480","50306008190","52540353710","52555692470","55516072460","62909353060","63231466950","64305179900","67787077610","70271956150","77782833890","85513567130","108756000000","117018000000","121306000000","132748000000","125618000000","118486000000","118779000000","122702000000","134095000000","139218000000","143626000000","146104000000","151215000000","147276000000","153286000000","158784000000","175204000000","179337000000","185516000000","187290000000","204334000000","206312000000","213574000000","221081000000","224194000000","222206000000","232535000000","234138000000","238950000000","212919000000","235126000000","243314000000","244434000000","","",
"Djibouti","DJI","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","23249000000","26862000000","27656000000","30639000000","37110000000","44758000000","52681000000","61287000000","64504000000","69819000000","76490000000","86066000000","96101000000","105394000000","122980000000","125516000000","130133000000","130425000000","132487000000","132025000000","137127000000","138823000000","153454000000","153033000000","165331000000","173899000000","190475000000","199302000000","202575000000","209021000000","217765000000","218974000000","232564000000","249166000000","262641000000","277486000000","268266000000","254768000000","263370000000","270216000000","278038000000","278820000000","281501000000","288715000000","300407000000","305777000000","318794000000","315936000000","324517000000","338106000000","349208000000","331843000000","","",
"Dominican Republic","DOM","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","67200000","70800000","83600000","110500000","135500000","158700000","162600000","184100000","208700000","256700000","273200000","310800000","428800000","591300000","850300000","797700000","1018000000","1237300000","1679500000","2297500000","4832400000","5968300000","7638800000","8949100000","9480000000","12717900000","14550600000","13832900000","14037800000","22450056820","24985779910","35292878270","54785166740","78843889130","105908919200","137442908400","150749532100","141945046600","163474041000","181845662500","193340000000","219171207000","233514797800","258797176200","279186819100","302700280300","339383161000","369917213100","327716829600","453879864600","520207466900","565489625400","620903987600","",
"Algeria","DZA","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7181838744","7601804611","7726031797","6812760125","7534681410","7751074040","7571522701","6187583424","7090442591","7576048572","","","",
"Egypt, Arab Rep.","EGY","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","250000000","285000000","357000000","463000000","696000000","","716000000","867000000","1363000000","1492000000","1599000000","1701000000","1940000000","2187000000","2629000000","3112000000","3628000000","6578000000","7532000000","8448000000","9738000000","10901000000","11862000000","","","","","21273000000","23443000000","26834000000","31743000000","35026500000","39896700000","50281300000","63196000000","73509500000","83390300000","95169000000","106829000000","106719000000","140559000000","","","","","","","","","","",
"Euro area","EMU","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
